,Commodity Group,Commodity,Op.,IMO,Vessel,Port,Arrived at Port,Sailed from Port,Berth,Tons,Coord.,Destination / Origin,Time at Port,Time at Berth,Shipper
48580,VegOil,Sbo,load,9121003,LIMAR,San Lorenzo - Argentina,2016-02-14 00:00:00,2016-02-22 15:25:00,San Benito,1850.0,ADM,India,8.64,1.3,Cía Arg de Granos
48581,VegOil,Sbo Par,load,9121003,LIMAR,San Lorenzo - Argentina,2016-02-14 00:00:00,2016-02-22 15:25:00,San Benito,2275.778,ADM,India,8.64,1.3,ADM Par
48582,VegOil,Sbo,load,9416082,SHAMROCK JUPITER,San Lorenzo - Argentina,2016-02-19 12:45:00,2016-02-25 06:35:00,Nouryon Chemicals Argentina,4000.0,ADM,Peru,5.74,1.73,Vicentin
48583,VegOil,Sbo,load,9661247,JULIA L,San Lorenzo - Argentina,2016-02-17 12:00:00,2016-02-22 12:10:00,Renova-South,7850.0,Noble,Bangladesh,5.01,1.1,O.Moreno
48584,VegOil,Sbo,load,9661247,JULIA L,San Lorenzo - Argentina,2016-02-17 12:00:00,2016-02-22 12:10:00,Renova-South,8000.0,Noble,India,5.01,1.1,O.Moreno
48585,VegOil,Sbo Par,load,9121003,LIMAR,San Lorenzo - Argentina,2016-02-14 00:00:00,2016-02-22 15:25:00,ADM AGRO San Lorenzo,5224.222,ADM,India,8.64,0.85,ADM Par
48586,VegOil,Sbo,load,9700483,ATHLOS,San Lorenzo - Argentina,2016-02-19 23:54:00,2016-02-23 19:40:00,Arauco,25800.0,Bunge,India,3.82,3.08,Bunge
48587,VegOil,Sbo,load,9700483,ATHLOS,San Lorenzo - Argentina,2016-02-19 23:54:00,2016-02-23 19:40:00,Arauco,5000.0,Bunge,India,3.82,3.08,AGD
48588,VegOil,Sbo Par,load,9700483,ATHLOS,San Lorenzo - Argentina,2016-02-19 23:54:00,2016-02-23 19:40:00,Arauco,2200.0,Bunge,India,3.82,3.08,Bunge Parag
48589,VegOil,Sbo,load,9416082,SHAMROCK JUPITER,San Lorenzo - Argentina,2016-02-19 12:45:00,2016-02-25 06:35:00,Arauco,2000.0,Bunge,Panama,5.74,1.41,Bunge
48590,VegOil,Sbo Bol,load,9416082,SHAMROCK JUPITER,San Lorenzo - Argentina,2016-02-19 12:45:00,2016-02-25 06:35:00,Arauco,2500.0,Bunge,Ecuador,5.74,1.41,Nutrioil
48591,VegOil,Sfo,load,9722613,HELLAS AVATAR,San Lorenzo - Argentina,2016-02-20 00:00:00,2016-02-25 15:05:00,Nouryon Chemicals Argentina,25000.0,Noble,China,5.63,4.1,Vicentin
48592,VegOil,Sfo,load,9331402,TARUCA,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-02-29 01:54:00,Dempa,1000.0,Cargill,Dominican Republic,2.08,1.03,Cargill
48593,VegOil,Sbo,load,9645798,STI VILLE,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-02-29 13:55:00,San Benito,25150.0,Noble,India,2.58,2.05,Molinos Río de la Plata
48594,VegOil,Sbo,load,9645798,STI VILLE,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-02-29 13:55:00,San Benito,5000.0,Noble,India,2.58,2.05,Vicentin
48595,VegOil,Sbo,load,9645798,STI VILLE,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-02-29 13:55:00,San Benito,2850.0,Noble,India,2.58,2.05,Cía Arg de Granos
48596,VegOil,Sbo,load,8819081,THERESA VENUS,San Lorenzo - Argentina,2016-02-26 08:00:00,2016-03-05 19:45:00,Renova-South,8000.0,Glencore,South Korea,8.49,1.66,Vicentin
48597,VegOil,Sbo,load,8819081,THERESA VENUS,San Lorenzo - Argentina,2016-02-26 08:00:00,2016-03-05 19:45:00,Renova-South,3000.0,Wilmar,Malaysia,8.49,1.66,Vicentin
48598,VegOil,Sbo,load,9360441,HAFNIA GREEN,San Lorenzo - Argentina,2016-02-28 22:00:00,2016-03-02 10:20:00,LDC Timbues,2325.0,Dreyfus,India,2.51,1.95,AFA
48599,VegOil,Sbo,load,9360441,HAFNIA GREEN,San Lorenzo - Argentina,2016-02-28 22:00:00,2016-03-02 10:20:00,LDC Timbues,12775.0,Dreyfus,India,2.51,1.95,YPF
48600,VegOil,Sbo,load,9360441,HAFNIA GREEN,San Lorenzo - Argentina,2016-02-28 22:00:00,2016-03-02 10:20:00,LDC Timbues,900.0,Dreyfus,India,2.51,1.95,Dreyfus
48601,VegOil,Sbo,load,9360441,HAFNIA GREEN,San Lorenzo - Argentina,2016-02-28 22:00:00,2016-03-02 10:20:00,LDC Timbues,1775.0,Dreyfus,Bangladesh,2.51,1.95,Dreyfus
48602,VegOil,Sbo,load,9360441,HAFNIA GREEN,San Lorenzo - Argentina,2016-02-28 22:00:00,2016-03-02 10:20:00,LDC Timbues,3225.0,Dreyfus,Bangladesh,2.51,1.95,AFA
48603,VegOil,Sbo,load,9681118,STI MERAUX,San Lorenzo - Argentina,2016-02-29 22:06:00,2016-03-05 14:15:00,Cofco Int. PGSM North,10000.0,Glencore,Egypt,4.67,2.88,Nidera
48604,VegOil,Sbo,load,9470260,OVERSEAS ATHENS,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-03-04 03:10:00,Arauco,12500.0,Transgrain,India,6.13,4.1,AGD
48605,VegOil,Sbo,load,9470260,OVERSEAS ATHENS,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-03-04 03:10:00,Arauco,730.0,Transgrain,Pakistan,6.13,4.1,Buyatti
48606,VegOil,Sbo,load,9470260,OVERSEAS ATHENS,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-03-04 03:10:00,Arauco,3570.0,Transgrain,Pakistan,6.13,4.1,Cargill
48607,VegOil,Sbo,load,9470260,OVERSEAS ATHENS,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-03-04 03:10:00,Arauco,7500.0,Transgrain,Pakistan,6.13,4.1,AGD
48608,VegOil,Sbo,load,9470260,OVERSEAS ATHENS,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-03-04 03:10:00,Arauco,2700.0,Transgrain,Pakistan,6.13,4.1,YPF
48609,VegOil,Sbo Par,load,9470260,OVERSEAS ATHENS,San Lorenzo - Argentina,2016-02-27 00:00:00,2016-03-04 03:10:00,Arauco,7000.0,Transgrain,Pakistan,6.13,4.1,Cargill Agrop
48610,VegOil,Sbo,load,9667930,GLAFKOS,San Lorenzo - Argentina,2016-03-02 00:00:00,2016-03-04 05:20:00,Renova-South,2000.0,Noble,India,2.22,1.17,O.Moreno
48611,VegOil,Sbo,load,9667930,GLAFKOS,San Lorenzo - Argentina,2016-03-02 00:00:00,2016-03-04 05:20:00,Renova-South,22245.0,Noble,India,2.22,1.17,Vicentin
48612,VegOil,Sbo,load,9667930,GLAFKOS,San Lorenzo - Argentina,2016-03-02 00:00:00,2016-03-04 05:20:00,Renova-South,2255.0,Noble,India,2.22,1.17,Alg. Avellaneda
48613,VegOil,Sbo,load,9681118,STI MERAUX,San Lorenzo - Argentina,2016-02-29 22:06:00,2016-03-05 14:15:00,Cofco Int. Timbues Fl.Berth,18500.0,Glencore,Egypt,4.67,1.21,Noble
48614,VegOil,Sbo,load,8819081,THERESA VENUS,San Lorenzo - Argentina,2016-02-26 08:00:00,2016-03-05 19:45:00,Nouryon Chemicals Argentina,4000.0,Glencore,South Korea,8.49,3.18,Vicentin
48615,VegOil,Sbo,load,8819081,THERESA VENUS,San Lorenzo - Argentina,2016-02-26 08:00:00,2016-03-05 19:45:00,Nouryon Chemicals Argentina,12000.0,Wilmar,Malaysia,8.49,3.18,Vicentin
48616,VegOil,Sfo,load,8819081,THERESA VENUS,San Lorenzo - Argentina,2016-02-26 08:00:00,2016-03-05 19:45:00,Nouryon Chemicals Argentina,3000.0,Wilmar,Malaysia,8.49,3.18,Vicentin
48617,VegOil,Sbo,load,9569841,SEAWAYS KYTHNOS,San Lorenzo - Argentina,2016-03-03 21:18:00,2016-03-07 10:10:00,Arauco,7500.0,Glencore,Pakistan,3.54,3.14,AGD
48618,VegOil,Sbo,load,9569841,SEAWAYS KYTHNOS,San Lorenzo - Argentina,2016-03-03 21:18:00,2016-03-07 10:10:00,Arauco,13610.0,Glencore,India,3.54,3.14,AGD
48619,VegOil,Sbo,load,9569841,SEAWAYS KYTHNOS,San Lorenzo - Argentina,2016-03-03 21:18:00,2016-03-07 10:10:00,Arauco,840.0,Glencore,India,3.54,3.14,Bunge
48620,VegOil,Sbo,load,9569841,SEAWAYS KYTHNOS,San Lorenzo - Argentina,2016-03-03 21:18:00,2016-03-07 10:10:00,Arauco,3600.0,Glencore,India,3.54,3.14,YPF
48621,VegOil,Sbo,load,9569841,SEAWAYS KYTHNOS,San Lorenzo - Argentina,2016-03-03 21:18:00,2016-03-07 10:10:00,Arauco,7850.0,Glencore,India,3.54,3.14,Cargill
48622,VegOil,Sfo,load,9558402,FAIRCHEM MAVERICK,San Lorenzo - Argentina,2016-03-03 20:00:00,2016-03-07 17:50:00,Nouryon Chemicals Argentina,10000.0,ADM,Egypt,3.91,1.86,Vicentin
48623,VegOil,Sbo,load,9558402,FAIRCHEM MAVERICK,San Lorenzo - Argentina,2016-03-03 20:00:00,2016-03-07 17:50:00,Nouryon Chemicals Argentina,6000.0,ADM,Algeria,3.91,1.86,Vicentin
48624,VegOil,Sbo,load,9112129,WINDSOR,San Lorenzo - Argentina,2016-03-05 23:59:00,2016-03-10 12:10:00,Cofco Int. PGSM North,10000.0,Nidera,India,4.51,3.74,Nidera
48625,VegOil,Sbo,load,9112129,WINDSOR,San Lorenzo - Argentina,2016-03-05 23:59:00,2016-03-10 12:10:00,Cofco Int. PGSM North,11900.0,Nidera,Bangladesh,4.51,3.74,Nidera
48626,VegOil,Sfo,load,9112129,WINDSOR,San Lorenzo - Argentina,2016-03-05 23:59:00,2016-03-10 12:10:00,Cofco Int. PGSM North,10000.0,Nidera,India,4.51,3.74,Nidera
48627,VegOil,Sbo Par,load,9633501,CHELSEA PROVIDENCE,San Lorenzo - Argentina,2016-03-07 22:30:00,2016-03-12 21:20:00,Arauco,3500.0,Bunge,Malaysia,4.95,2.26,Bunge Parag
48628,VegOil,Sbo Par,load,9633501,CHELSEA PROVIDENCE,San Lorenzo - Argentina,2016-03-07 22:30:00,2016-03-12 21:20:00,Arauco,1000.0,Bunge,Malaysia,4.95,2.26,CoPaGra
48629,VegOil,Sbo,load,9633501,CHELSEA PROVIDENCE,San Lorenzo - Argentina,2016-03-07 22:30:00,2016-03-12 21:20:00,Arauco,7500.0,Bunge,Malaysia,4.95,2.26,Bunge
48630,VegOil,Sbo,load,9633501,CHELSEA PROVIDENCE,San Lorenzo - Argentina,2016-03-07 22:30:00,2016-03-12 21:20:00,Arauco,6500.0,Bunge,Malaysia,4.95,2.26,AGD
48631,VegOil,Sbo,load,9633501,CHELSEA PROVIDENCE,San Lorenzo - Argentina,2016-03-07 22:30:00,2016-03-12 21:20:00,Arauco,3500.0,Bunge,South Korea,4.95,2.26,AGD
48632,VegOil,Sbo,load,9633501,CHELSEA PROVIDENCE,San Lorenzo - Argentina,2016-03-07 22:30:00,2016-03-12 21:20:00,Dempa,11720.4,Bunge,South Korea,4.95,1.78,Bunge
48633,VegOil,Sbo,load,9434216,HSL ANNA,San Lorenzo - Argentina,2016-03-08 11:18:00,2016-03-19 12:30:00,Renova-South,23500.0,Glencore,India,11.05,1.19,O.Moreno
48634,VegOil,Sbo Par,load,9688427,HAFNIA CATERINA,San Lorenzo - Argentina,2016-03-12 20:26:00,2016-03-17 14:30:00,ADM AGRO San Lorenzo,11000.0,Glencore,India,4.75,1.06,ADM Par
48635,VegOil,Sbo,load,9459084,NAVE BELLATRIX,San Lorenzo - Argentina,2016-03-12 00:00:00,2016-03-15 18:10:00,San Benito,11375.0,ADM,Egypt,3.76,1.19,Molinos Río de la Plata
48636,VegOil,Sbo,load,9459084,NAVE BELLATRIX,San Lorenzo - Argentina,2016-03-12 00:00:00,2016-03-15 18:10:00,San Benito,10000.0,ADM,Egypt,3.76,1.19,Vicentin
48637,VegOil,Sbo,load,9459084,NAVE BELLATRIX,San Lorenzo - Argentina,2016-03-12 00:00:00,2016-03-15 18:10:00,San Benito,1775.0,ADM,Egypt,3.76,1.19,Cía Arg de Granos
48638,VegOil,Sbo,load,9459084,NAVE BELLATRIX,San Lorenzo - Argentina,2016-03-12 00:00:00,2016-03-15 18:10:00,San Benito,1850.0,ADM,Egypt,3.76,1.19,Basf
48639,VegOil,Sbo,load,9688427,HAFNIA CATERINA,San Lorenzo - Argentina,2016-03-12 20:26:00,2016-03-17 14:30:00,Renova-South,22250.0,Glencore,India,4.75,1.8,O.Moreno
48640,VegOil,Sfo,load,9363481,PACIFIC STAR,San Lorenzo - Argentina,2016-03-12 17:54:00,2016-03-17 19:30:00,Nouryon Chemicals Argentina,25000.0,Glencore,Egypt,5.07,5.01,Vicentin
48641,VegOil,Sbo,load,9434216,HSL ANNA,San Lorenzo - Argentina,2016-03-08 11:18:00,2016-03-19 12:30:00,Nouryon Chemicals Argentina,7000.0,Glencore,India,11.05,1.63,Vicentin
48642,VegOil,Sbo,load,9434216,HSL ANNA,San Lorenzo - Argentina,2016-03-08 11:18:00,2016-03-19 12:30:00,Nouryon Chemicals Argentina,4000.0,Glencore,South Africa,11.05,1.63,O.Moreno
48643,VegOil,Sbo,load,9565742,PVT SUNRISE,San Lorenzo - Argentina,2016-03-18 13:15:00,2016-03-20 23:36:00,LDC Timbues,15900.0,Bunge,Algeria,2.43,1.25,Dreyfus
48644,VegOil,Sbo,load,9457749,NAVE POLARIS,San Lorenzo - Argentina,2016-03-18 00:00:00,2016-03-21 17:24:00,Arauco,15900.0,ADM,Egypt,3.73,2.15,AGD
48645,VegOil,Sbo,load,9457749,NAVE POLARIS,San Lorenzo - Argentina,2016-03-18 00:00:00,2016-03-21 17:24:00,Arauco,3000.0,ADM,Egypt,3.73,2.15,AFA
48646,VegOil,Sbo,load,9392793,NORD MAGIC,San Lorenzo - Argentina,2016-03-17 06:42:00,2016-04-08 23:00:00,San Benito,15000.0,Noble,Bangladesh,22.68,1.32,Molinos Río de la Plata
48647,VegOil,Sbo,load,9392793,NORD MAGIC,San Lorenzo - Argentina,2016-03-17 06:42:00,2016-04-08 23:00:00,San Benito,4000.0,Noble,India,22.68,1.32,Molinos Río de la Plata
48648,VegOil,Sbo Bol,load,9358632,OM SHANGHAI,San Lorenzo - Argentina,2016-03-20 03:00:00,2016-03-22 12:10:00,Arauco,3455.894,Bunge,Colombia,2.38,0.71,Gravetal
48649,VegOil,Sbo Bol,load,9358632,OM SHANGHAI,San Lorenzo - Argentina,2016-03-20 03:00:00,2016-03-22 12:10:00,Arauco,1544.15,Bunge,Colombia,2.38,0.71,Nutrioil
48650,VegOil,Sbo,load,9235696,CAESAR,San Lorenzo - Argentina,2016-03-18 00:00:00,2016-03-22 21:06:00,Nouryon Chemicals Argentina,12500.0,Dreyfus,India,4.88,3.04,Vicentin
48651,VegOil,Sbo,load,9235696,CAESAR,San Lorenzo - Argentina,2016-03-18 00:00:00,2016-03-22 21:06:00,Nouryon Chemicals Argentina,7500.0,Dreyfus,Bangladesh,4.88,3.04,Vicentin
48652,VegOil,Sfo,load,9499486,BUNGA LOTUS,San Lorenzo - Argentina,2016-03-21 06:00:00,2016-03-26 20:40:00,Dempa,4000.0,Bunge,Peru,5.61,1.2,Bunge
48653,VegOil,Sbo,load,9296884,CT FRONTIER,San Lorenzo - Argentina,2016-03-22 03:00:00,2016-03-24 01:20:00,Arauco,13645.0,Cargill,Peru,1.93,1.49,Cargill
48654,VegOil,Sbo Bol,load,9296884,CT FRONTIER,San Lorenzo - Argentina,2016-03-22 03:00:00,2016-03-24 01:20:00,Arauco,2933.2,Cargill,Ecuador,1.93,1.49,IOL SA
48655,VegOil,Sbo Bol,load,9499486,BUNGA LOTUS,San Lorenzo - Argentina,2016-03-21 06:00:00,2016-03-26 20:40:00,Terminal 6-North,2000.0,Bunge,Ecuador,5.61,1.36,Gravetal
48656,VegOil,Sbo,load,9499486,BUNGA LOTUS,San Lorenzo - Argentina,2016-03-21 06:00:00,2016-03-26 20:40:00,Terminal 6-North,4000.0,Bunge,Colombia,5.61,1.36,Bunge
48657,VegOil,Sbo Bol,load,9499486,BUNGA LOTUS,San Lorenzo - Argentina,2016-03-21 06:00:00,2016-03-26 20:40:00,Terminal 6-North,5455.85,Bunge,Colombia,5.61,1.36,Nutrioil
48658,VegOil,Sbo Bol,load,9499486,BUNGA LOTUS,San Lorenzo - Argentina,2016-03-21 06:00:00,2016-03-26 20:40:00,Terminal 6-North,1544.15,Bunge,Colombia,5.61,1.36,Gravetal
48659,VegOil,Sfo,load,9392793,NORD MAGIC,San Lorenzo - Argentina,2016-03-17 06:42:00,2016-04-08 23:00:00,Nouryon Chemicals Argentina,8000.0,Noble,India,22.68,3.99,Vicentin
48660,VegOil,Sbo,load,9683362,SILVER GWEN,San Lorenzo - Argentina,2016-03-22 00:00:00,2016-03-27 05:30:00,Arauco,5300.0,Cargill,India,5.23,3.1,AFA
48661,VegOil,Sbo,load,9683362,SILVER GWEN,San Lorenzo - Argentina,2016-03-22 00:00:00,2016-03-27 05:30:00,Arauco,5000.0,Cargill,India,5.23,3.1,Bunge
48662,VegOil,Sbo,load,9683362,SILVER GWEN,San Lorenzo - Argentina,2016-03-22 00:00:00,2016-03-27 05:30:00,Arauco,17000.0,Cargill,India,5.23,3.1,AGD
48663,VegOil,Sbo,load,9683362,SILVER GWEN,San Lorenzo - Argentina,2016-03-22 00:00:00,2016-03-27 05:30:00,Arauco,656.0,Cargill,India,5.23,3.1,YPF
48664,VegOil,Sbo,load,9683362,SILVER GWEN,San Lorenzo - Argentina,2016-03-22 00:00:00,2016-03-27 05:30:00,Arauco,4544.0,Cargill,India,5.23,3.1,Cargill
48665,VegOil,Sbo,load,9692131,NORD SUPREME,San Lorenzo - Argentina,2016-03-27 02:30:00,2016-03-30 18:45:00,Arauco,14800.0,Bunge,India,3.68,1.89,Bunge
48666,VegOil,Sbo Par,load,9692131,NORD SUPREME,San Lorenzo - Argentina,2016-03-27 02:30:00,2016-03-30 18:45:00,Arauco,5000.0,Bunge,India,3.68,1.89,Bunge Parag
48667,VegOil,Sbo Par,load,9240897,TORM GERD,San Lorenzo - Argentina,2016-03-28 00:00:00,2016-03-31 20:15:00,Quebracho,15000.0,Transgrain,Egypt,3.84,1.78,Cargill Agrop
48668,VegOil,Sbo,load,9692131,NORD SUPREME,San Lorenzo - Argentina,2016-03-27 02:30:00,2016-03-30 18:45:00,Dempa,10000.0,Bunge,India,3.68,1.44,Bunge
48669,VegOil,Sbo,load,9392793,NORD MAGIC,San Lorenzo - Argentina,2016-03-17 06:42:00,2016-04-08 23:00:00,Cofco Int. PGSM North,6000.0,Noble,India,22.68,3.72,Nidera
48670,VegOil,Sbo,load,9240897,TORM GERD,San Lorenzo - Argentina,2016-03-28 00:00:00,2016-03-31 20:15:00,San Benito,15000.0,Transgrain,Egypt,3.84,1.04,Molinos Río de la Plata
48671,VegOil,Sbo,load,9391529,OCEAN BREEZE,San Lorenzo - Argentina,2016-03-31 00:00:00,2016-04-03 15:40:00,Renova-South,6500.0,Noble,India,3.65,0.96,Vicentin
48672,VegOil,Sbo,load,9391529,OCEAN BREEZE,San Lorenzo - Argentina,2016-03-31 00:00:00,2016-04-03 15:40:00,Renova-South,5000.0,Noble,India,3.65,0.96,O.Moreno
48673,VegOil,Sbo,load,9391529,OCEAN BREEZE,San Lorenzo - Argentina,2016-03-31 00:00:00,2016-04-03 15:40:00,Cofco Int. Timbues Fl.Berth,11875.0,Noble,India,3.65,1.17,Noble
48674,VegOil,Sbo,load,9391529,OCEAN BREEZE,San Lorenzo - Argentina,2016-03-31 00:00:00,2016-04-03 15:40:00,Cofco Int. Timbues Fl.Berth,4625.0,Noble,India,3.65,1.17,YPF
48675,VegOil,Sbo,load,9401128,VERIGE,San Lorenzo - Argentina,2016-04-04 20:00:00,2016-04-11 20:48:00,Renova-South,12150.0,Glencore,India,7.03,0.65,O.Moreno
48676,VegOil,Sbo,load,9246451,PORT UNION,San Lorenzo - Argentina,2016-03-28 12:36:00,2016-04-08 16:05:00,Arauco,4500.0,Noble,India,11.15,2.3,AGD
48677,VegOil,Sbo,load,9246451,PORT UNION,San Lorenzo - Argentina,2016-03-28 12:36:00,2016-04-08 16:05:00,Arauco,3500.0,Noble,India,11.15,2.3,AFA
48678,VegOil,Sbo Par,load,9246451,PORT UNION,San Lorenzo - Argentina,2016-03-28 12:36:00,2016-04-08 16:05:00,Arauco,8500.0,Noble,Bangladesh,11.15,2.3,Cargill Agrop
48679,VegOil,Sbo Par,load,9246451,PORT UNION,San Lorenzo - Argentina,2016-03-28 12:36:00,2016-04-08 16:05:00,Arauco,5500.0,Noble,Bangladesh,11.15,2.3,CoPaGra
48680,VegOil,Sbo Par,load,9246451,PORT UNION,San Lorenzo - Argentina,2016-03-28 12:36:00,2016-04-08 16:05:00,Arauco,1000.0,Noble,Bangladesh,11.15,2.3,Bunge Parag
48681,VegOil,Sbo,load,9401128,VERIGE,San Lorenzo - Argentina,2016-04-04 20:00:00,2016-04-11 20:48:00,Nouryon Chemicals Argentina,7885.0,Glencore,India,7.03,2.0,Cía Arg de Granos
48682,VegOil,Sbo,load,9401128,VERIGE,San Lorenzo - Argentina,2016-04-04 20:00:00,2016-04-11 20:48:00,Nouryon Chemicals Argentina,2415.0,Glencore,India,7.03,2.0,Molinos Río de la Plata
48683,VegOil,Sbo,load,9401128,VERIGE,San Lorenzo - Argentina,2016-04-04 20:00:00,2016-04-11 20:48:00,Nouryon Chemicals Argentina,5000.0,Glencore,India,7.03,2.0,Vicentin
48684,VegOil,Sbo,load,9256834,GUANACO,San Lorenzo - Argentina,2016-04-06 22:30:00,2016-04-08 14:15:00,Dempa,7000.0,Bunge,Brazil,1.66,1.28,Bunge
48685,VegOil,Sbo Par,load,9246451,PORT UNION,San Lorenzo - Argentina,2016-03-28 12:36:00,2016-04-08 16:05:00,ADM AGRO San Lorenzo,10000.0,Noble,Bangladesh,11.15,0.95,ADM Par
48686,VegOil,Sbo,load,9212371,ALEJANDRO,San Lorenzo - Argentina,2016-04-07 17:00:00,2016-04-11 21:15:00,Cofco Int. PGSM North,7850.0,Nidera,Bangladesh,4.18,2.62,Nidera
48687,VegOil,Sbo,load,9212371,ALEJANDRO,San Lorenzo - Argentina,2016-04-07 17:00:00,2016-04-11 21:15:00,Cofco Int. PGSM North,8000.0,Nidera,India,4.18,2.62,Nidera
48688,VegOil,Sbo,load,9354894,ATLANTIC LILY,San Lorenzo - Argentina,2016-04-08 00:00:00,2016-04-12 17:50:00,San Benito,15000.0,ADM,Egypt,4.74,2.0,Molinos Río de la Plata
48689,VegOil,Sbo,load,9354894,ATLANTIC LILY,San Lorenzo - Argentina,2016-04-08 00:00:00,2016-04-12 17:50:00,San Benito,6000.0,ADM,Egypt,4.74,2.0,Vicentin
48690,VegOil,Sbo Par,load,9401128,VERIGE,San Lorenzo - Argentina,2016-04-04 20:00:00,2016-04-11 20:48:00,ADM AGRO San Lorenzo,8000.0,Glencore,India,7.03,0.91,ADM Par
48691,VegOil,Sbo,load,9212371,ALEJANDRO,San Lorenzo - Argentina,2016-04-07 17:00:00,2016-04-11 21:15:00,Renova-South,1000.0,Nidera,India,4.18,1.28,O.Moreno
48692,VegOil,Sbo,load,9212371,ALEJANDRO,San Lorenzo - Argentina,2016-04-07 17:00:00,2016-04-11 21:15:00,Renova-South,1500.0,Nidera,India,4.18,1.28,Vicentin
48693,VegOil,Sbo,load,9212371,ALEJANDRO,San Lorenzo - Argentina,2016-04-07 17:00:00,2016-04-11 21:15:00,Renova-South,7650.0,Nidera,Bangladesh,4.18,1.28,Vicentin
48694,VegOil,Sbo,load,9212371,ALEJANDRO,San Lorenzo - Argentina,2016-04-07 17:00:00,2016-04-11 21:15:00,Renova-South,9000.0,Nidera,Bangladesh,4.18,1.28,O.Moreno
48695,VegOil,Sbo,load,9123661,MELATI DUA,San Lorenzo - Argentina,2016-04-06 03:35:00,2016-04-12 13:20:00,Arauco,29100.0,Wilmar,Iran,6.41,4.9,AGD
48696,VegOil,Sbo,load,9354894,ATLANTIC LILY,San Lorenzo - Argentina,2016-04-08 00:00:00,2016-04-12 17:50:00,Renova-South,10000.0,ADM,Egypt,4.74,0.66,Vicentin
48697,VegOil,Sfo,load,9587790,CHEM BULLDOG,San Lorenzo - Argentina,2016-04-12 12:00:00,2016-04-23 06:50:00,Cofco Int. PGSM North,3500.0,Nidera,Netherlands,10.78,3.95,Nidera
48698,VegOil,Sfo,load,9587790,CHEM BULLDOG,San Lorenzo - Argentina,2016-04-12 12:00:00,2016-04-23 06:50:00,Cofco Int. PGSM North,2000.0,Nidera,Netherlands,10.78,3.95,Bonadeo Silver & Asoc
48699,VegOil,Sbo,load,9286542,PUTUOSHAN,San Lorenzo - Argentina,2016-04-14 09:30:00,2016-04-16 17:30:00,Nouryon Chemicals Argentina,12850.0,Wilmar,Mozambique,2.33,2.06,Vicentin
48700,VegOil,Sbo,load,9286542,PUTUOSHAN,San Lorenzo - Argentina,2016-04-14 09:30:00,2016-04-16 17:30:00,Nouryon Chemicals Argentina,3000.0,Wilmar,Tanzania,2.33,2.06,Vicentin
48701,VegOil,Sfo,load,9286542,PUTUOSHAN,San Lorenzo - Argentina,2016-04-14 09:30:00,2016-04-16 17:30:00,Nouryon Chemicals Argentina,3000.0,Wilmar,Tanzania,2.33,2.06,Vicentin
48702,VegOil,Sbo,load,9676527,GREEN HELLAS,San Lorenzo - Argentina,2016-04-13 00:00:00,2016-04-22 05:00:00,Arauco,21110.0,Bunge,India,9.21,2.98,Bunge
48703,VegOil,Sbo Par,load,9676527,GREEN HELLAS,San Lorenzo - Argentina,2016-04-13 00:00:00,2016-04-22 05:00:00,Arauco,1800.0,Bunge,India,9.21,2.98,Bunge Parag
48704,VegOil,Sbo,load,9510462,PS ROMA,San Lorenzo - Argentina,2016-04-16 16:00:00,2016-04-20 01:30:00,Renova-South,5500.0,ADM,Egypt,3.4,1.45,O.Moreno
48705,VegOil,Sbo,load,9510462,PS ROMA,San Lorenzo - Argentina,2016-04-16 16:00:00,2016-04-20 01:30:00,Renova-South,500.0,ADM,Egypt,3.4,1.45,Vicentin
48706,VegOil,Sfo,load,9510462,PS ROMA,San Lorenzo - Argentina,2016-04-16 16:00:00,2016-04-20 01:30:00,Renova-South,9000.0,ADM,Egypt,3.4,1.45,Vicentin
48707,VegOil,Sbo,load,9510462,PS ROMA,San Lorenzo - Argentina,2016-04-16 16:00:00,2016-04-20 01:30:00,San Benito,15000.0,ADM,Egypt,3.4,0.95,Molinos Río de la Plata
48708,VegOil,Sbo,load,9658379,STI BERYL,San Lorenzo - Argentina,2016-04-17 20:18:00,2016-04-22 23:45:00,LDC Timbues,8731.935,Glencore,Bangladesh,5.14,0.86,Dreyfus
48709,VegOil,Sbo,load,9676527,GREEN HELLAS,San Lorenzo - Argentina,2016-04-13 00:00:00,2016-04-22 05:00:00,Dempa,10650.0,Bunge,India,9.21,1.5,Bunge
48710,VegOil,Sbo,load,9367669,PETALOUDA,San Lorenzo - Argentina,2016-04-18 00:00:00,2016-04-22 17:15:00,Cofco Int. PGSM North,24750.0,Transgrain,India,4.72,3.47,Nidera
48711,VegOil,Sbo,load,9367669,PETALOUDA,San Lorenzo - Argentina,2016-04-18 00:00:00,2016-04-22 17:15:00,Cofco Int. PGSM North,1000.0,Transgrain,South Africa,4.72,3.47,Nidera
48712,VegOil,Sfo,load,9367669,PETALOUDA,San Lorenzo - Argentina,2016-04-18 00:00:00,2016-04-22 17:15:00,Cofco Int. PGSM North,7500.0,Transgrain,South Africa,4.72,3.47,Nidera
