,Commodity Group,Commodity,Op.,IMO,Vessel,Port,Arrived at Port,Sailed from Port,Berth,Tons,Coord.,Destination / Origin,Time at Port,Time at Berth,Shipper
48713,VegOil,Sbo,load,9658379,STI BERYL,San Lorenzo - Argentina,2016-04-17 20:18:00,2016-04-22 23:45:00,Renova-South,12000.0,Glencore,India,5.14,1.41,O.Moreno
48714,VegOil,Sbo,load,9658379,STI BERYL,San Lorenzo - Argentina,2016-04-17 20:18:00,2016-04-22 23:45:00,Renova-South,268.965,Glencore,Bangladesh,5.14,1.41,O.Moreno
48715,VegOil,Sbo,load,9658379,STI BERYL,San Lorenzo - Argentina,2016-04-17 20:18:00,2016-04-22 23:45:00,Renova-South,2000.0,Glencore,Bangladesh,5.14,1.41,BTG Pactual
48716,VegOil,Sbo,load,9658379,STI BERYL,San Lorenzo - Argentina,2016-04-17 20:18:00,2016-04-22 23:45:00,Renova-South,11000.0,Glencore,Bangladesh,5.14,1.41,Vicentin
48717,VegOil,Sfo,load,9661235,MARJORIE K,San Lorenzo - Argentina,2016-04-20 00:00:00,2016-04-23 11:48:00,Nouryon Chemicals Argentina,10000.0,Noble,China,3.49,2.52,AGD
48718,VegOil,Sfo,load,9661235,MARJORIE K,San Lorenzo - Argentina,2016-04-20 00:00:00,2016-04-23 11:48:00,Nouryon Chemicals Argentina,10600.0,Noble,China,3.49,2.52,Vicentin
48719,VegOil,Sbo,load,9332171,JO ASK,San Lorenzo - Argentina,2016-04-20 00:00:00,2016-04-24 00:00:00,Arauco,3000.0,Cargill,India,4.0,3.29,AFA
48720,VegOil,Sbo,load,9332171,JO ASK,San Lorenzo - Argentina,2016-04-20 00:00:00,2016-04-24 00:00:00,Arauco,15940.0,Cargill,India,4.0,3.29,Cargill
48721,VegOil,Sbo,load,9332171,JO ASK,San Lorenzo - Argentina,2016-04-20 00:00:00,2016-04-24 00:00:00,Arauco,3560.0,Cargill,India,4.0,3.29,Molino Cañuelas
48722,VegOil,Sbo,load,9332171,JO ASK,San Lorenzo - Argentina,2016-04-20 00:00:00,2016-04-24 00:00:00,Arauco,10000.0,Cargill,India,4.0,3.29,AGD
48723,VegOil,Sbo,load,9431288,MAERSK KAYA,San Lorenzo - Argentina,2016-04-23 03:00:00,2016-04-27 08:00:00,LDC Timbues,1608.0,Dreyfus,India,4.21,0.75,AFA
48724,VegOil,Sbo,load,9431288,MAERSK KAYA,San Lorenzo - Argentina,2016-04-23 03:00:00,2016-04-27 08:00:00,LDC Timbues,5400.0,Dreyfus,India,4.21,0.75,YPF
48725,VegOil,Sbo,load,9431288,MAERSK KAYA,San Lorenzo - Argentina,2016-04-23 03:00:00,2016-04-27 08:00:00,LDC Timbues,925.0,Dreyfus,India,4.21,0.75,Cía Arg de Granos
48726,VegOil,Sbo,load,9431288,MAERSK KAYA,San Lorenzo - Argentina,2016-04-23 03:00:00,2016-04-27 08:00:00,LDC Timbues,534.27,Dreyfus,India,4.21,0.75,Monsanto
48727,VegOil,Sbo,load,9431288,MAERSK KAYA,San Lorenzo - Argentina,2016-04-23 03:00:00,2016-04-27 08:00:00,LDC Timbues,1500.0,Dreyfus,India,4.21,0.75,Dreyfus
48728,VegOil,Sbo,load,9342786,AMIAS,San Lorenzo - Argentina,2016-04-22 00:00:00,2016-04-25 14:20:00,Arauco,4400.0,Bunge,Dominican Republic,3.6,1.54,Bunge
48729,VegOil,Sbo,load,9342786,AMIAS,San Lorenzo - Argentina,2016-04-22 00:00:00,2016-04-25 14:20:00,Arauco,3000.0,Bunge,Venezuela,3.6,1.54,Bunge
48730,VegOil,Sbo Bol,load,9342786,AMIAS,San Lorenzo - Argentina,2016-04-22 00:00:00,2016-04-25 14:20:00,Arauco,5000.0,Bunge,Colombia,3.6,1.54,Gravetal
48731,VegOil,Sbo Bol,load,9342786,AMIAS,San Lorenzo - Argentina,2016-04-22 00:00:00,2016-04-25 14:20:00,Arauco,2200.0,Bunge,Colombia,3.6,1.54,Nutrioil
48732,VegOil,Sbo,load,9431288,MAERSK KAYA,San Lorenzo - Argentina,2016-04-23 03:00:00,2016-04-27 08:00:00,Renova-South,8731.93,Dreyfus,India,4.21,0.57,O.Moreno
48733,VegOil,Sbo,load,9676515,GREEN SKY,San Lorenzo - Argentina,2016-04-24 00:00:00,2016-04-27 11:45:00,San Benito,30000.0,ADM,India,3.49,2.82,Molinos Río de la Plata
48734,VegOil,Sbo,load,9676515,GREEN SKY,San Lorenzo - Argentina,2016-04-24 00:00:00,2016-04-27 11:45:00,San Benito,2500.0,ADM,India,3.49,2.82,Cía Arg de Granos
48735,VegOil,Sfo,load,9244984,CELSIUS MANILA,San Lorenzo - Argentina,2016-04-25 00:00:00,2016-04-30 20:35:00,Nouryon Chemicals Argentina,1000.0,ADM,Colombia,5.86,2.27,Vicentin
48736,VegOil,Sbo,load,9244984,CELSIUS MANILA,San Lorenzo - Argentina,2016-04-25 00:00:00,2016-04-30 20:35:00,Nouryon Chemicals Argentina,1000.0,ADM,Colombia,5.86,2.27,Vicentin
48737,VegOil,Sbo,load,9244984,CELSIUS MANILA,San Lorenzo - Argentina,2016-04-25 00:00:00,2016-04-30 20:35:00,Nouryon Chemicals Argentina,7000.0,ADM,Peru,5.86,2.27,Vicentin
48738,VegOil,Sbo,load,9321938,STAR EAGLE,San Lorenzo - Argentina,2016-04-25 00:00:00,2016-05-03 13:10:00,Cofco Int. Timbues Fl.Berth,5750.0,Noble,Bangladesh,8.55,1.99,Noble
48739,VegOil,Sbo,load,9321938,STAR EAGLE,San Lorenzo - Argentina,2016-04-25 00:00:00,2016-05-03 13:10:00,Cofco Int. Timbues Fl.Berth,10550.0,Noble,India,8.55,1.99,Noble
48740,VegOil,Sbo,load,9383895,PRETTY WORLD,San Lorenzo - Argentina,2016-04-28 10:30:00,2016-05-04 17:24:00,Cofco Int. Timbues,6000.0,ADM,Egypt,6.29,0.77,Noble
48741,VegOil,Sbo ref,load,9258612,THELMA VICTORY,San Lorenzo - Argentina,2016-04-25 16:42:00,2016-05-02 04:50:00,Dempa,4090.0,Bunge,Hong Kong,6.51,0.91,Bunge
48742,VegOil,Sbo,load,9258612,THELMA VICTORY,San Lorenzo - Argentina,2016-04-25 16:42:00,2016-05-02 04:50:00,Dempa,6000.0,Bunge,Malaysia,6.51,0.91,Bunge
48743,VegOil,Sbo,load,9383895,PRETTY WORLD,San Lorenzo - Argentina,2016-04-28 10:30:00,2016-05-04 17:24:00,Renova-South,10000.0,ADM,Egypt,6.29,0.58,Vicentin
48744,VegOil,Sbo,load,9315783,SEAVICTORY,San Lorenzo - Argentina,2016-04-27 00:00:00,2016-05-05 01:05:00,Nouryon Chemicals Argentina,15000.0,ADM,Egypt,8.05,2.75,Vicentin
48745,VegOil,Sbo,load,9244984,CELSIUS MANILA,San Lorenzo - Argentina,2016-04-25 00:00:00,2016-04-30 20:35:00,Dempa,3500.0,Bunge,Colombia,5.86,0.95,Bunge
48746,VegOil,Saffoil,load,9244984,CELSIUS MANILA,San Lorenzo - Argentina,2016-04-25 00:00:00,2016-04-30 20:35:00,Dempa,2000.0,Bunge,Colombia,5.86,0.95,Bunge
48747,VegOil,Sbo,load,9258612,THELMA VICTORY,San Lorenzo - Argentina,2016-04-25 16:42:00,2016-05-02 04:50:00,Arauco,2200.0,Bunge,South Korea,6.51,2.32,Bunge
48748,VegOil,Sbo,load,9258612,THELMA VICTORY,San Lorenzo - Argentina,2016-04-25 16:42:00,2016-05-02 04:50:00,Arauco,7800.0,Bunge,South Korea,6.51,2.32,AGD
48749,VegOil,Sbo,load,9258612,THELMA VICTORY,San Lorenzo - Argentina,2016-04-25 16:42:00,2016-05-02 04:50:00,Arauco,1000.0,Bunge,Malaysia,6.51,2.32,Bunge
48750,VegOil,Sbo,load,9258612,THELMA VICTORY,San Lorenzo - Argentina,2016-04-25 16:42:00,2016-05-02 04:50:00,Arauco,1000.0,Bunge,Malaysia,6.51,2.32,AFA
48751,VegOil,Sbo,load,9258612,THELMA VICTORY,San Lorenzo - Argentina,2016-04-25 16:42:00,2016-05-02 04:50:00,Arauco,8000.0,Bunge,Malaysia,6.51,2.32,AGD
48752,VegOil,Sbo Par,load,9321938,STAR EAGLE,San Lorenzo - Argentina,2016-04-25 00:00:00,2016-05-03 13:10:00,Arauco,6500.0,Noble,Bangladesh,8.55,1.3,Cargill Agrop
48753,VegOil,Sbo Par,load,9321938,STAR EAGLE,San Lorenzo - Argentina,2016-04-25 00:00:00,2016-05-03 13:10:00,Arauco,3500.0,Noble,Bangladesh,8.55,1.3,CoPaGra
48754,VegOil,Sbo,load,9425318,UACC RAS TANURA,San Lorenzo - Argentina,2016-05-01 16:24:00,2016-05-03 20:10:00,Renova-South,20697.0,Glencore,India,2.16,1.7,O.Moreno
48755,VegOil,Sbo,load,9425318,UACC RAS TANURA,San Lorenzo - Argentina,2016-05-01 16:24:00,2016-05-03 20:10:00,Renova-South,13500.0,Glencore,India,2.16,1.7,Vicentin
48756,VegOil,Sbo,load,9383895,PRETTY WORLD,San Lorenzo - Argentina,2016-04-28 10:30:00,2016-05-04 17:24:00,Arauco,8200.0,ADM,Egypt,6.29,1.08,Molino Cañuelas
48757,VegOil,Sbo,load,9383895,PRETTY WORLD,San Lorenzo - Argentina,2016-04-28 10:30:00,2016-05-04 17:24:00,Arauco,5370.493,ADM,Egypt,6.29,1.08,Cargill
48758,VegOil,Sbo,load,9478638,SEAWAYS SKOPELOS,San Lorenzo - Argentina,2016-05-01 00:00:00,2016-05-04 20:00:00,LDC Timbues,9000.0,Dreyfus,Algeria,3.83,2.17,Dreyfus
48759,VegOil,Sbo,load,9478638,SEAWAYS SKOPELOS,San Lorenzo - Argentina,2016-05-01 00:00:00,2016-05-04 20:00:00,LDC Timbues,25000.0,Dreyfus,Egypt,3.83,2.17,Dreyfus
48761,VegOil,Sbo Par,load,9315783,SEAVICTORY,San Lorenzo - Argentina,2016-04-27 00:00:00,2016-05-05 01:05:00,ADM AGRO San Lorenzo,6000.0,ADM,Algeria,8.05,1.24,ADM Par
48762,VegOil,Sbo Par,load,9315783,SEAVICTORY,San Lorenzo - Argentina,2016-04-27 00:00:00,2016-05-05 01:05:00,ADM AGRO San Lorenzo,6300.0,ADM,Spain,8.05,1.24,ADM Par
48763,VegOil,Sbo,load,9418119,HORIZON ELECTRA,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-11 09:30:00,Cofco Int. Timbues,4800.0,Transgrain,Pakistan,6.4,0.42,Noble
48764,VegOil,Sbo,load,9418119,HORIZON ELECTRA,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-11 09:30:00,Nouryon Chemicals Argentina,14200.0,Transgrain,Pakistan,6.4,1.86,Vicentin
48765,VegOil,Sbo,load,9185853,RAINBOW ISLAND 77,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-08 20:05:00,Renova-South,10000.0,Noble,Tunisia,3.84,1.92,Vicentin
48766,VegOil,Sbo,load,9185853,RAINBOW ISLAND 77,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-08 20:05:00,Renova-South,2000.0,Noble,Algeria,3.84,1.92,Vicentin
48767,VegOil,Sbo,load,9185853,RAINBOW ISLAND 77,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-08 20:05:00,Renova-South,2000.0,Noble,Algeria,3.84,1.92,BTG Pactual
48768,VegOil,Sbo,load,9185853,RAINBOW ISLAND 77,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-08 20:05:00,Renova-South,1650.0,Noble,Egypt,3.84,1.92,Vicentin
48769,VegOil,Sbo,load,9185853,RAINBOW ISLAND 77,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-08 20:05:00,Renova-South,2850.0,Noble,Egypt,3.84,1.92,Alg. Avellaneda
48770,VegOil,Sbo,load,9629938,STI TOPAZ,San Lorenzo - Argentina,2016-05-08 02:12:00,2016-05-10 09:50:00,San Benito,17000.0,Noble,India,2.32,1.61,Molinos Río de la Plata
48771,VegOil,Sbo,load,9629938,STI TOPAZ,San Lorenzo - Argentina,2016-05-08 02:12:00,2016-05-10 09:50:00,San Benito,16000.0,Noble,India,2.32,1.61,Cía Arg de Granos
48772,VegOil,Sbo,load,9418119,HORIZON ELECTRA,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-11 09:30:00,Cofco Int. PGSM North,10500.0,Transgrain,Pakistan,6.4,3.11,Nidera
48773,VegOil,Sbo,load,9418119,HORIZON ELECTRA,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-11 09:30:00,Cofco Int. PGSM North,3000.0,Transgrain,Mauritius,6.4,3.11,Nidera
48774,VegOil,Sfo,load,9418119,HORIZON ELECTRA,San Lorenzo - Argentina,2016-05-05 00:00:00,2016-05-11 09:30:00,Cofco Int. PGSM North,1500.0,Transgrain,Mauritius,6.4,3.11,Nidera
48775,VegOil,Sfo,load,9311634,SAWTOOTH,San Lorenzo - Argentina,2016-05-12 00:00:00,2016-05-18 03:35:00,Nouryon Chemicals Argentina,2300.0,ADM,Colombia,6.15,0.89,Vicentin
48776,VegOil,Sbo Par,load,9121003,LIMAR,San Lorenzo - Argentina,2016-05-12 00:00:00,2016-05-19 18:55:00,ADM AGRO San Lorenzo,11000.0,ADM,India,7.79,0.9,ADM Par
48777,VegOil,Sbo,load,9111058,SITEAM ANJA,San Lorenzo - Argentina,2016-05-11 01:30:00,2016-05-15 19:30:00,Cofco Int. Timbues Fl.Berth,800.0,Noble,Hong Kong,4.75,3.46,Noble
48778,VegOil,Sbo,load,9111058,SITEAM ANJA,San Lorenzo - Argentina,2016-05-11 01:30:00,2016-05-15 19:30:00,Cofco Int. Timbues Fl.Berth,3500.0,Noble,Malaysia,4.75,3.46,Noble
48779,VegOil,Sbo,load,9111058,SITEAM ANJA,San Lorenzo - Argentina,2016-05-11 01:30:00,2016-05-15 19:30:00,Cofco Int. Timbues Fl.Berth,925.0,Noble,South Korea,4.75,3.46,YPF
48780,VegOil,Sbo,load,9111058,SITEAM ANJA,San Lorenzo - Argentina,2016-05-11 01:30:00,2016-05-15 19:30:00,Cofco Int. Timbues Fl.Berth,2066.8,Noble,South Korea,4.75,3.46,AMaggi
48781,VegOil,Sbo,load,9111058,SITEAM ANJA,San Lorenzo - Argentina,2016-05-11 01:30:00,2016-05-15 19:30:00,Cofco Int. Timbues Fl.Berth,19608.2,Noble,South Korea,4.75,3.46,Noble
48782,VegOil,Sbo,load,9111058,SITEAM ANJA,San Lorenzo - Argentina,2016-05-11 01:30:00,2016-05-15 19:30:00,Nouryon Chemicals Argentina,5700.0,Noble,Malaysia,4.75,0.82,Vicentin
48783,VegOil,Sbo,load,9306469,POLITISA LADY,San Lorenzo - Argentina,2016-05-12 10:30:00,2016-05-16 21:50:00,Arauco,14000.0,Bunge,India,4.47,4.07,AGD
48784,VegOil,Sbo Par,load,9306469,POLITISA LADY,San Lorenzo - Argentina,2016-05-12 10:30:00,2016-05-16 21:50:00,Arauco,11500.0,Bunge,India,4.47,4.07,Bunge Parag
48785,VegOil,Sbo Bol,load,9306469,POLITISA LADY,San Lorenzo - Argentina,2016-05-12 10:30:00,2016-05-16 21:50:00,Arauco,9500.0,Bunge,India,4.47,4.07,Gravetal
48786,VegOil,Sbo,load,9289788,ADVANCE II,San Lorenzo - Argentina,2016-05-14 04:00:00,2016-05-17 12:35:00,LDC Timbues,5000.0,Dreyfus,Bangladesh,3.36,0.96,Dreyfus
48787,VegOil,Sbo,load,9289788,ADVANCE II,San Lorenzo - Argentina,2016-05-14 04:00:00,2016-05-17 12:35:00,LDC Timbues,2375.0,Dreyfus,India,3.36,0.96,Dreyfus
48788,VegOil,Sbo,load,9289788,ADVANCE II,San Lorenzo - Argentina,2016-05-14 04:00:00,2016-05-17 12:35:00,LDC Timbues,4625.0,Dreyfus,India,3.36,0.96,Cía Arg de Granos
48789,VegOil,Sbo,load,9311634,SAWTOOTH,San Lorenzo - Argentina,2016-05-12 00:00:00,2016-05-18 03:35:00,Arauco,8000.0,ADM,Peru,6.15,1.19,AGD
48790,VegOil,Sbo,load,9311634,SAWTOOTH,San Lorenzo - Argentina,2016-05-12 00:00:00,2016-05-18 03:35:00,Arauco,1500.0,ADM,Colombia,6.15,1.19,Cargill
48791,VegOil,Sbo,load,9121003,LIMAR,San Lorenzo - Argentina,2016-05-12 00:00:00,2016-05-19 18:55:00,San Benito,19375.0,ADM,India,7.79,1.54,Molinos Río de la Plata
48792,VegOil,Sbo,load,9121003,LIMAR,San Lorenzo - Argentina,2016-05-12 00:00:00,2016-05-19 18:55:00,San Benito,925.0,ADM,India,7.79,1.54,Nufarm
48793,VegOil,Sbo,load,9121003,LIMAR,San Lorenzo - Argentina,2016-05-12 00:00:00,2016-05-19 18:55:00,San Benito,3700.0,ADM,India,7.79,1.54,Cía Arg de Granos
48794,VegOil,Sfo,load,9707390,ARDMORE DEFENDER,San Lorenzo - Argentina,2016-05-19 00:00:00,2016-05-23 16:25:00,Nouryon Chemicals Argentina,2590.0,Cargill,Peru,4.68,0.95,Vicentin
48795,VegOil,Sfo,load,9707390,ARDMORE DEFENDER,San Lorenzo - Argentina,2016-05-19 00:00:00,2016-05-23 16:25:00,Nouryon Chemicals Argentina,710.0,Cargill,Ecuador,4.68,0.95,Vicentin
48796,VegOil,Sfo,load,9707390,ARDMORE DEFENDER,San Lorenzo - Argentina,2016-05-19 00:00:00,2016-05-23 16:25:00,Nouryon Chemicals Argentina,1500.0,Cargill,Peru,4.68,0.95,AFA
48797,VegOil,Sbo,load,9422512,UACC RAS LAFFAN,San Lorenzo - Argentina,2016-05-17 00:00:00,2016-05-21 05:20:00,Arauco,8000.0,Bunge,Malaysia,4.22,2.98,AGD
48798,VegOil,Sbo,load,9422512,UACC RAS LAFFAN,San Lorenzo - Argentina,2016-05-17 00:00:00,2016-05-21 05:20:00,Arauco,3500.0,Bunge,South Korea,4.22,2.98,AGD
48799,VegOil,Sbo,load,9422512,UACC RAS LAFFAN,San Lorenzo - Argentina,2016-05-17 00:00:00,2016-05-21 05:20:00,Arauco,12194.0,Bunge,South Korea,4.22,2.98,Bunge
48800,VegOil,Sbo,load,9422512,UACC RAS LAFFAN,San Lorenzo - Argentina,2016-05-17 00:00:00,2016-05-21 05:20:00,Arauco,1600.0,Bunge,South Korea,4.22,2.98,Electronic System
48801,VegOil,Sbo,load,9422512,UACC RAS LAFFAN,San Lorenzo - Argentina,2016-05-17 00:00:00,2016-05-21 05:20:00,Arauco,2650.0,Bunge,South Korea,4.22,2.98,Newsan SA
48802,VegOil,Sbo,load,9422512,UACC RAS LAFFAN,San Lorenzo - Argentina,2016-05-17 00:00:00,2016-05-21 05:20:00,Arauco,1056.0,Bunge,South Korea,4.22,2.98,La Virginia
48803,VegOil,Sbo,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2016-05-21 00:00:00,2016-05-23 15:00:00,Renova-South,6000.0,Glencore,India,2.63,1.58,Vicentin
48804,VegOil,Sbo,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2016-05-21 00:00:00,2016-05-23 15:00:00,Renova-South,23850.0,Glencore,India,2.63,1.58,O.Moreno
48805,VegOil,Sbo,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2016-05-21 00:00:00,2016-05-23 15:00:00,Renova-South,3500.0,Glencore,India,2.63,1.58,Alg. Avellaneda
48806,VegOil,Sbo Bol,load,9707390,ARDMORE DEFENDER,San Lorenzo - Argentina,2016-05-19 00:00:00,2016-05-23 16:25:00,Arauco,2429.491,Cargill,Peru,4.68,2.39,IOL SA
48807,VegOil,Sbo Bol,load,9707390,ARDMORE DEFENDER,San Lorenzo - Argentina,2016-05-19 00:00:00,2016-05-23 16:25:00,Arauco,546.0,Cargill,Peru,4.68,2.39,Cargill Boliv
48808,VegOil,Sbo,load,9707390,ARDMORE DEFENDER,San Lorenzo - Argentina,2016-05-19 00:00:00,2016-05-23 16:25:00,Arauco,17770.0,Cargill,Peru,4.68,2.39,Cargill
48809,VegOil,Sbo,load,9707390,ARDMORE DEFENDER,San Lorenzo - Argentina,2016-05-19 00:00:00,2016-05-23 16:25:00,Arauco,5000.0,Cargill,Peru,4.68,2.39,AGD
48810,VegOil,Sbo,load,9694191,EMMA GRACE,San Lorenzo - Argentina,2016-05-23 00:00:00,2016-05-31 11:55:00,Cofco Int. Timbues,12100.0,Noble,South Korea,8.5,1.58,Noble
48811,VegOil,Sbo,load,9416082,SHAMROCK JUPITER,San Lorenzo - Argentina,2016-05-25 07:20:00,2016-05-27 01:25:00,Renova-South,13100.0,Yntegra,Venezuela,1.75,1.18,O.Moreno
48812,VegOil,Sbo,load,9363481,PACIFIC STAR,San Lorenzo - Argentina,2016-05-28 16:17:00,2016-06-02 08:48:00,Dempa,7000.0,Bunge,Brazil,4.69,1.11,Bunge
48813,VegOil,Sfo,load,9508158,WAWASAN SAPPHIRE,San Lorenzo - Argentina,2016-05-27 00:00:00,2016-05-29 23:35:00,Nouryon Chemicals Argentina,500.0,Cargill,Dominican Republic,2.98,2.6,Vicentin
48814,VegOil,Sfo,load,9508158,WAWASAN SAPPHIRE,San Lorenzo - Argentina,2016-05-27 00:00:00,2016-05-29 23:35:00,Nouryon Chemicals Argentina,1500.0,Cargill,Dominican Republic,2.98,2.6,AFA
48815,VegOil,Sbo,load,9354179,JADE BLOSSOM,San Lorenzo - Argentina,2016-05-27 00:00:00,2016-05-31 11:00:00,Cofco Int. PGSM North,19000.0,Transgrain,India,4.46,2.24,Nidera
48816,VegOil,Sbo,load,9304344,FAIRCHEM COLT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-01 20:35:00,Dempa,2550.0,Agrimed,Tunisia,3.86,0.78,Bunge
48817,VegOil,Sfo,load,9304344,FAIRCHEM COLT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-01 20:35:00,Dempa,1428.0,Agrimed,Tunisia,3.86,0.78,Bunge
48818,VegOil,Sbo,load,9354179,JADE BLOSSOM,San Lorenzo - Argentina,2016-05-27 00:00:00,2016-05-31 11:00:00,San Benito,15000.0,Transgrain,India,4.46,1.25,Molinos Río de la Plata
48819,VegOil,Sbo,load,9694191,EMMA GRACE,San Lorenzo - Argentina,2016-05-23 00:00:00,2016-05-31 11:55:00,Arauco,500.0,Noble,Hong Kong,8.5,2.0,Molino Cañuelas
48820,VegOil,Sbo,load,9694191,EMMA GRACE,San Lorenzo - Argentina,2016-05-23 00:00:00,2016-05-31 11:55:00,Arauco,6000.0,Noble,Malaysia,8.5,2.0,Cargill
48821,VegOil,Sbo,load,9694191,EMMA GRACE,San Lorenzo - Argentina,2016-05-23 00:00:00,2016-05-31 11:55:00,Arauco,10500.0,Noble,South Korea,8.5,2.0,AGD
48822,VegOil,Sbo,load,9694191,EMMA GRACE,San Lorenzo - Argentina,2016-05-23 00:00:00,2016-05-31 11:55:00,Arauco,3000.0,Noble,Malaysia,8.5,2.0,AGD
48823,VegOil,Sbo,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,Nouryon Chemicals Argentina,3150.0,Glencore,Madagascar,6.47,2.73,Molinos Río de la Plata
48824,VegOil,Sbo,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,Nouryon Chemicals Argentina,1850.0,Glencore,India,6.47,2.73,Cía Arg de Granos
48825,VegOil,Sbo,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,Nouryon Chemicals Argentina,6340.0,Glencore,India,6.47,2.73,Vicentin
48826,VegOil,Sbo,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,Nouryon Chemicals Argentina,4000.0,Glencore,Madagascar,6.47,2.73,Vicentin
48827,VegOil,Sbo,load,9304344,FAIRCHEM COLT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-01 20:35:00,Arauco,3000.0,ADM,Algeria,3.86,1.3,Cargill
48828,VegOil,Sbo Par,load,9304344,FAIRCHEM COLT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-01 20:35:00,Arauco,6000.0,ADM,Spain,3.86,1.3,Cargill Agrop
48829,VegOil,Sbo,load,9304344,FAIRCHEM COLT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-01 20:35:00,Arauco,2000.0,ADM,Algeria,3.86,1.3,AGD
48830,VegOil,Sbo,load,9304344,FAIRCHEM COLT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-01 20:35:00,Arauco,1000.0,ADM,Algeria,3.86,1.3,Molino Cañuelas
48831,VegOil,Sbo Par,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,ADM AGRO San Lorenzo,8000.0,Glencore,India,6.47,1.14,ADM Par
48832,VegOil,Sbo,load,9272204,CHAMPION CONCEPT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-07 17:30:00,Arauco,700.0,Transgrain,Bangladesh,9.73,1.93,ACA
48833,VegOil,Sbo,load,9272204,CHAMPION CONCEPT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-07 17:30:00,Arauco,1500.0,Transgrain,Bangladesh,9.73,1.93,Molino Cañuelas
48834,VegOil,Sbo,load,9272204,CHAMPION CONCEPT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-07 17:30:00,Arauco,1800.0,Transgrain,Bangladesh,9.73,1.93,YPF
48835,VegOil,Sbo,load,9272204,CHAMPION CONCEPT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-07 17:30:00,Arauco,1000.0,Transgrain,India,9.73,1.93,Cargill
48836,VegOil,Sbo Par,load,9272204,CHAMPION CONCEPT,San Lorenzo - Argentina,2016-05-29 00:00:00,2016-06-07 17:30:00,Arauco,4000.0,Transgrain,India,9.73,1.93,CoPaGra
48837,VegOil,Sbo,load,9642019,OCEAN SPIRIT,San Lorenzo - Argentina,2016-06-02 00:00:00,2016-06-07 23:15:00,Renova-South,12500.0,Glencore,India,5.97,1.07,Vicentin
48838,VegOil,Sbo,load,9642019,OCEAN SPIRIT,San Lorenzo - Argentina,2016-06-02 00:00:00,2016-06-07 23:15:00,Renova-South,6150.0,Glencore,India,5.97,1.07,O.Moreno
48839,VegOil,Sbo,load,9642019,OCEAN SPIRIT,San Lorenzo - Argentina,2016-06-02 00:00:00,2016-06-07 23:15:00,Renova-South,2500.0,Glencore,India,5.97,1.07,BTG Pactual
48840,VegOil,Sbo,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,Arauco,1000.0,Glencore,India,6.47,1.12,Molino Cañuelas
48841,VegOil,Sbo,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,Arauco,150.0,Glencore,India,6.47,1.12,Bunge
48842,VegOil,Sbo,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,Arauco,1000.0,Glencore,India,6.47,1.12,AGD
48843,VegOil,Sbo,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,Arauco,1500.0,Glencore,Pakistan,6.47,1.12,Molino Cañuelas
48844,VegOil,Sbo,load,9241827,OCEAN GLADIATOR,San Lorenzo - Argentina,2016-05-29 15:42:00,2016-06-05 03:00:00,Arauco,850.0,Glencore,Pakistan,6.47,1.12,Bunge
